pickup_date,pickup_month,affiliated_base,trips
2015-05-15,2015-05,B00448,465
2015-05-15,2015-05,B00477,193
2015-05-15,2015-05,B00608,46
2015-05-15,2015-05,B00628,316
2015-05-15,2015-05,B00789,436
2015-05-15,2015-05,B00837,37
2015-05-15,2015-05,B00888,80
2015-05-15,2015-05,B01087,310
2015-05-15,2015-05,B01183,3
2015-05-15,2015-05,B01197,143
2015-05-15,2015-05,B01309,5
2015-05-15,2015-05,B01367,61
2015-05-15,2015-05,B01779,48
2015-05-15,2015-05,B01803,25
2015-05-15,2015-05,B01854,1
2015-05-15,2015-05,B01861,8
2015-05-15,2015-05,B01875,75
2015-05-15,2015-05,B01876,3
2015-05-15,2015-05,B01877,120
2015-05-15,2015-05,B01899,291
2015-05-15,2015-05,B01907,3
2015-05-15,2015-05,B01912,15
2015-05-15,2015-05,B01913,3
2015-05-15,2015-05,B01928,1
2015-05-15,2015-05,B01938,1
2015-05-15,2015-05,B01944,7
2015-05-15,2015-05,B01949,166
2015-05-15,2015-05,B01970,2
2015-05-15,2015-05,B01976,13
2015-05-15,2015-05,B01985,9
2015-05-15,2015-05,B01989,11
2015-05-15,2015-05,B01998,384
2015-05-15,2015-05,B02003,139
2015-05-15,2015-05,B02005,8
2015-05-15,2015-05,B02016,52
2015-05-15,2015-05,B02022,25
2015-05-15,2015-05,B02027,4
2015-05-15,2015-05,B02054,6
2015-05-15,2015-05,B02067,154
2015-05-15,2015-05,B02073,7
2015-05-15,2015-05,B02096,30
2015-05-15,2015-05,B02101,85
2015-05-15,2015-05,B02110,21
2015-05-15,2015-05,B02132,1
2015-05-15,2015-05,B02133,50
2015-05-15,2015-05,B02142,14
2015-05-15,2015-05,B02147,2
2015-05-15,2015-05,B02148,10
2015-05-15,2015-05,B02155,2
2015-05-15,2015-05,B02157,20
2015-05-15,2015-05,B02160,9
2015-05-15,2015-05,B02173,24
2015-05-15,2015-05,B02202,58
2015-05-15,2015-05,B02207,164
2015-05-15,2015-05,B02216,195
2015-05-15,2015-05,B02222,7
2015-05-15,2015-05,B02225,11
2015-05-15,2015-05,B02241,15
2015-05-15,2015-05,B02253,31
2015-05-15,2015-05,B02256,3
2015-05-15,2015-05,B02273,14
2015-05-15,2015-05,B02285,43
2015-05-15,2015-05,B02306,6
2015-05-15,2015-05,B02330,12
2015-05-15,2015-05,B02331,1
2015-05-15,2015-05,B02334,3
2015-05-15,2015-05,B02339,19
2015-05-15,2015-05,B02342,30
2015-05-15,2015-05,B02345,91
2015-05-15,2015-05,B02352,6
2015-05-15,2015-05,B02373,35
2015-05-15,2015-05,B02376,18
2015-05-15,2015-05,B02382,30
2015-05-15,2015-05,B02401,90
2015-05-15,2015-05,B02406,10
2015-05-15,2015-05,B02408,25
2015-05-15,2015-05,B02410,1
2015-05-15,2015-05,B02418,9
2015-05-15,2015-05,B02419,3
2015-05-15,2015-05,B02440,7
2015-05-15,2015-05,B02447,8
2015-05-15,2015-05,B02453,81
2015-05-15,2015-05,B02459,8
2015-05-15,2015-05,B02468,12
2015-05-15,2015-05,B02469,5
2015-05-15,2015-05,B02472,17
2015-05-15,2015-05,B02492,67
2015-05-15,2015-05,B02503,13
2015-05-15,2015-05,B02507,49
2015-05-15,2015-05,B02510,143
2015-05-15,2015-05,B02512,1327
2015-05-15,2015-05,B02515,4
2015-05-15,2015-05,B02518,13
2015-05-15,2015-05,B02522,7
2015-05-15,2015-05,B02532,5
2015-05-15,2015-05,B02533,7
2015-05-15,2015-05,B02534,35
2015-05-15,2015-05,B02550,6
2015-05-15,2015-05,B02554,7
2015-05-15,2015-05,B02563,1
2015-05-15,2015-05,B02579,14
2015-05-15,2015-05,B02588,10
2015-05-15,2015-05,B02598,7870
2015-05-15,2015-05,B02608,15
2015-05-15,2015-05,B02609,40
2015-05-15,2015-05,B02612,19
2015-05-15,2015-05,B02617,11738
2015-05-15,2015-05,B02630,11
2015-05-15,2015-05,B02644,59
2015-05-15,2015-05,B02646,20
2015-05-15,2015-05,B02651,40
2015-05-15,2015-05,B02655,17
2015-05-15,2015-05,B02664,7
2015-05-15,2015-05,B02669,2
2015-05-15,2015-05,B02670,14
2015-05-15,2015-05,B02680,18
2015-05-15,2015-05,B02682,32269
2015-05-15,2015-05,B02683,8
2015-05-15,2015-05,B02686,11
2015-05-15,2015-05,B02689,2
2015-05-15,2015-05,B02699,41
2015-05-15,2015-05,B02700,17
2015-05-15,2015-05,B02705,11
2015-05-15,2015-05,B02711,1
2015-05-15,2015-05,B02715,274
2015-05-15,2015-05,B02718,9
2015-05-15,2015-05,B02723,11
2015-05-15,2015-05,B02724,6
2015-05-15,2015-05,B02729,756
2015-05-15,2015-05,B02732,9
2015-05-15,2015-05,B02739,14
2015-05-15,2015-05,B02747,18
2015-05-15,2015-05,B02749,94
2015-05-15,2015-05,B02763,34
2015-05-15,2015-05,B02764,25818
2015-05-15,2015-05,B02765,8723
2015-05-15,2015-05,B02767,13
2015-05-15,2015-05,B02769,19
2015-05-15,2015-05,B02770,4
2015-05-15,2015-05,B02771,12
2015-05-15,2015-05,B02772,5
2015-05-15,2015-05,B02773,6
2015-05-15,2015-05,B02774,473
2015-05-15,2015-05,B02775,2
2015-05-15,2015-05,B02776,7
2015-05-15,2015-05,B02783,5
2015-05-15,2015-05,B02787,24
2015-05-15,2015-05,B02788,635
2015-05-15,2015-05,B02789,290
2015-05-15,2015-05,B02795,36
2015-05-15,2015-05,B02800,9
2015-05-15,2015-05,B02806,43
2015-05-15,2015-05,B02809,16
2015-05-15,2015-05,B02810,26
2015-05-15,2015-05,B02814,13
2015-05-15,2015-05,B02815,16
2015-05-15,2015-05,B02817,5
2015-05-15,2015-05,B02818,109
2015-05-15,2015-05,B02820,9
2015-05-15,2015-05,B02821,113
2015-05-15,2015-05,B02822,11
2015-05-15,2015-05,B02825,17
2015-05-15,2015-05,B02826,6
2015-05-15,2015-05,B02833,8
2015-05-15,2015-05,B02834,31
2015-05-15,2015-05,B02835,17
2015-05-15,2015-05,B02836,13
2015-05-15,2015-05,B02840,38
2015-05-15,2015-05,B02843,8
2015-05-15,2015-05,B02846,16
2015-05-15,2015-05,B02847,45
2015-05-16,2015-05,B00013,281
2015-05-16,2015-05,B00014,456
2015-05-16,2015-05,B00035,30
2015-05-16,2015-05,B00053,349
2015-05-16,2015-05,B00083,33
2015-05-16,2015-05,B00111,568
2015-05-16,2015-05,B00202,6
2015-05-16,2015-05,B00227,258
2015-05-16,2015-05,B00235,17
2015-05-16,2015-05,B00254,81
2015-05-16,2015-05,B00271,248
2015-05-16,2015-05,B00272,400
2015-05-16,2015-05,B00277,118
2015-05-16,2015-05,B00280,119
2015-05-16,2015-05,B00296,123
2015-05-16,2015-05,B00381,125
2015-05-16,2015-05,B00411,59
2015-05-16,2015-05,B00412,98
2015-05-16,2015-05,B00446,168
2015-05-16,2015-05,B00448,591
2015-05-16,2015-05,B00477,206
2015-05-16,2015-05,B00608,41
2015-05-16,2015-05,B00628,367
2015-05-16,2015-05,B00789,598
2015-05-16,2015-05,B00837,40
2015-05-16,2015-05,B00888,109
2015-05-16,2015-05,B01087,462
2015-05-16,2015-05,B01183,27
2015-05-16,2015-05,B01197,181
2015-05-16,2015-05,B01309,3
2015-05-16,2015-05,B01367,84
2015-05-16,2015-05,B01779,31
2015-05-16,2015-05,B01803,29
2015-05-16,2015-05,B01861,29
2015-05-16,2015-05,B01871,4
2015-05-16,2015-05,B01875,107
2015-05-16,2015-05,B01877,91
2015-05-16,2015-05,B01899,395
2015-05-16,2015-05,B01907,33
2015-05-16,2015-05,B01912,26
2015-05-16,2015-05,B01916,7
2015-05-16,2015-05,B01932,6
2015-05-16,2015-05,B01938,8
2015-05-16,2015-05,B01944,3
2015-05-16,2015-05,B01949,150
2015-05-16,2015-05,B01970,9
2015-05-16,2015-05,B01976,47
2015-05-16,2015-05,B01985,11
2015-05-16,2015-05,B01989,13
2015-05-16,2015-05,B01990,4
2015-05-16,2015-05,B01998,430
2015-05-16,2015-05,B02003,142
2015-05-16,2015-05,B02005,15
2015-05-16,2015-05,B02016,43
2015-05-16,2015-05,B02022,6
2015-05-16,2015-05,B02027,8
2015-05-16,2015-05,B02067,216
2015-05-16,2015-05,B02073,26
2015-05-16,2015-05,B02096,45
2015-05-16,2015-05,B02101,105
2015-05-16,2015-05,B02110,38
2015-05-16,2015-05,B02133,31
2015-05-16,2015-05,B02142,7
2015-05-16,2015-05,B02155,10
2015-05-16,2015-05,B02157,16
2015-05-16,2015-05,B02160,9
2015-05-16,2015-05,B02173,2
2015-05-16,2015-05,B02200,8
2015-05-16,2015-05,B02202,70
2015-05-16,2015-05,B02207,272
2015-05-16,2015-05,B02216,359
2015-05-16,2015-05,B02217,13
2015-05-16,2015-05,B02222,15
2015-05-16,2015-05,B02225,10
2015-05-16,2015-05,B02241,16
2015-05-16,2015-05,B02253,9
2015-05-16,2015-05,B02256,18
2015-05-16,2015-05,B02273,27
2015-05-16,2015-05,B02280,1
2015-05-16,2015-05,B02285,37
2015-05-16,2015-05,B02306,2
2015-05-16,2015-05,B02334,2
2015-05-16,2015-05,B02339,14
2015-05-16,2015-05,B02342,30
2015-05-16,2015-05,B02345,116
2015-05-16,2015-05,B02352,12
2015-05-16,2015-05,B02356,6
2015-05-16,2015-05,B02373,41
2015-05-16,2015-05,B02376,29
2015-05-16,2015-05,B02382,63
2015-05-16,2015-05,B02401,93
2015-05-16,2015-05,B02406,21
2015-05-16,2015-05,B02408,17
2015-05-16,2015-05,B02418,16
2015-05-16,2015-05,B02419,5
2015-05-16,2015-05,B02440,13
2015-05-16,2015-05,B02447,10
2015-05-16,2015-05,B02453,93
2015-05-16,2015-05,B02459,3
2015-05-16,2015-05,B02468,17
2015-05-16,2015-05,B02469,17
2015-05-16,2015-05,B02472,15
2015-05-16,2015-05,B02480,19
2015-05-16,2015-05,B02492,64
2015-05-16,2015-05,B02503,1
2015-05-16,2015-05,B02507,61
2015-05-16,2015-05,B02510,135
2015-05-16,2015-05,B02512,1391
2015-05-16,2015-05,B02515,7
2015-05-16,2015-05,B02518,12
2015-05-16,2015-05,B02522,23
2015-05-16,2015-05,B02532,15
2015-05-16,2015-05,B02533,10
2015-05-16,2015-05,B02534,21
2015-05-16,2015-05,B02550,6
2015-05-16,2015-05,B02554,10
2015-05-16,2015-05,B02579,10
2015-05-16,2015-05,B02587,5
2015-05-16,2015-05,B02588,7
2015-05-16,2015-05,B02598,9001
2015-05-16,2015-05,B02608,17
2015-05-16,2015-05,B02609,33
2015-05-16,2015-05,B02612,30
2015-05-16,2015-05,B02617,13734
2015-05-16,2015-05,B02630,24
2015-05-16,2015-05,B02642,5
2015-05-16,2015-05,B02644,62
2015-05-16,2015-05,B02646,59
2015-05-16,2015-05,B02651,29
2015-05-16,2015-05,B02655,4
2015-05-16,2015-05,B02664,5
2015-05-16,2015-05,B02669,1
2015-05-16,2015-05,B02670,30
2015-05-16,2015-05,B02680,34
2015-05-16,2015-05,B02682,39752
2015-05-16,2015-05,B02683,18
2015-05-16,2015-05,B02686,33
2015-05-16,2015-05,B02689,10
2015-05-16,2015-05,B02699,40
2015-05-16,2015-05,B02700,36
2015-05-16,2015-05,B02705,22
2015-05-16,2015-05,B02711,5
2015-05-16,2015-05,B02715,269
2015-05-16,2015-05,B02722,6
2015-05-16,2015-05,B02723,32
2015-05-16,2015-05,B02724,16
2015-05-16,2015-05,B02729,858
2015-05-16,2015-05,B02732,17
2015-05-16,2015-05,B02739,24
2015-05-16,2015-05,B02747,33
2015-05-16,2015-05,B02749,117
2015-05-16,2015-05,B02763,47
2015-05-16,2015-05,B02764,31689
2015-05-16,2015-05,B02765,10815
2015-05-16,2015-05,B02767,12
2015-05-16,2015-05,B02769,35
2015-05-16,2015-05,B02770,11
2015-05-16,2015-05,B02772,17
2015-05-16,2015-05,B02773,2
2015-05-16,2015-05,B02774,560
2015-05-16,2015-05,B02775,4
2015-05-16,2015-05,B02776,19
2015-05-16,2015-05,B02783,4
2015-05-16,2015-05,B02787,8
2015-05-16,2015-05,B02788,942
2015-05-16,2015-05,B02789,481
2015-05-16,2015-05,B02795,70
2015-05-16,2015-05,B02800,29
2015-05-16,2015-05,B02806,62
2015-05-16,2015-05,B02809,15
2015-05-16,2015-05,B02810,49
2015-05-16,2015-05,B02814,9
2015-05-16,2015-05,B02815,25
2015-05-16,2015-05,B02817,8
2015-05-16,2015-05,B02818,214
2015-05-16,2015-05,B02820,15
2015-05-16,2015-05,B02821,137
2015-05-16,2015-05,B02822,26
2015-05-16,2015-05,B02825,25
2015-05-16,2015-05,B02826,3
2015-05-16,2015-05,B02833,14
2015-05-16,2015-05,B02834,21
2015-05-16,2015-05,B02835,6
2015-05-16,2015-05,B02836,20
2015-05-16,2015-05,B02840,36
2015-05-16,2015-05,B02843,12
2015-05-16,2015-05,B02846,20
2015-05-16,2015-05,B02847,54
2015-05-17,2015-05,B00013,175
2015-05-17,2015-05,B00014,361
2015-05-17,2015-05,B00035,15
2015-05-17,2015-05,B00053,244
2015-05-17,2015-05,B00083,17
2015-05-17,2015-05,B00111,508
2015-05-17,2015-05,B00202,10
2015-05-17,2015-05,B00227,234
2015-05-17,2015-05,B00235,9
2015-05-17,2015-05,B00254,66
2015-05-17,2015-05,B00271,238
2015-05-17,2015-05,B00272,334
2015-05-17,2015-05,B00277,80
2015-05-17,2015-05,B00280,120
2015-05-17,2015-05,B00296,54
2015-05-17,2015-05,B00381,99
2015-05-17,2015-05,B00411,60
2015-05-17,2015-05,B00412,98
2015-05-17,2015-05,B00446,78
2015-05-17,2015-05,B00448,585
2015-05-17,2015-05,B00477,180
2015-05-17,2015-05,B00608,58
2015-05-17,2015-05,B00628,270
2015-05-17,2015-05,B00789,580
2015-05-17,2015-05,B00837,22
2015-05-17,2015-05,B00888,91
2015-05-17,2015-05,B01087,352
2015-05-17,2015-05,B01183,23
2015-05-17,2015-05,B01197,168
2015-05-17,2015-05,B01309,22
2015-05-17,2015-05,B01367,65
2015-05-17,2015-05,B01779,56
2015-05-17,2015-05,B01803,41
2015-05-17,2015-05,B01861,5
2015-05-17,2015-05,B01871,2
2015-05-17,2015-05,B01875,58
2015-05-17,2015-05,B01876,1
2015-05-17,2015-05,B01877,111
2015-05-17,2015-05,B01899,318
2015-05-17,2015-05,B01907,8
2015-05-17,2015-05,B01912,30
2015-05-17,2015-05,B01913,4
2015-05-17,2015-05,B01938,6
2015-05-17,2015-05,B01949,156
2015-05-17,2015-05,B01964,1
2015-05-17,2015-05,B01970,5
2015-05-17,2015-05,B01976,24
2015-05-17,2015-05,B01985,16
2015-05-17,2015-05,B01989,17
2015-05-17,2015-05,B01998,414
2015-05-17,2015-05,B02003,92
2015-05-17,2015-05,B02005,6
2015-05-17,2015-05,B02016,22
2015-05-17,2015-05,B02027,6
2015-05-17,2015-05,B02054,1
2015-05-17,2015-05,B02067,181
2015-05-17,2015-05,B02073,3
2015-05-17,2015-05,B02096,30
2015-05-17,2015-05,B02101,89
2015-05-17,2015-05,B02110,25
2015-05-17,2015-05,B02133,5
2015-05-17,2015-05,B02142,6
2015-05-17,2015-05,B02155,5
2015-05-17,2015-05,B02157,17
2015-05-17,2015-05,B02202,56
2015-05-17,2015-05,B02207,174
2015-05-17,2015-05,B02216,278
2015-05-17,2015-05,B02217,16
2015-05-17,2015-05,B02222,10
2015-05-17,2015-05,B02225,14
2015-05-17,2015-05,B02240,4
2015-05-17,2015-05,B02241,1
2015-05-17,2015-05,B02253,12
2015-05-17,2015-05,B02254,4
2015-05-17,2015-05,B02256,5
2015-05-17,2015-05,B02273,8
2015-05-17,2015-05,B02280,6
2015-05-17,2015-05,B02285,46
2015-05-17,2015-05,B02306,1
2015-05-17,2015-05,B02330,10
2015-05-17,2015-05,B02334,3
2015-05-17,2015-05,B02339,13
2015-05-17,2015-05,B02342,30
2015-05-17,2015-05,B02345,77
2015-05-17,2015-05,B02356,1
2015-05-17,2015-05,B02373,21
2015-05-17,2015-05,B02376,21
2015-05-17,2015-05,B02382,89
2015-05-17,2015-05,B02401,71
2015-05-17,2015-05,B02406,18
2015-05-17,2015-05,B02408,24
2015-05-17,2015-05,B02419,8
2015-05-17,2015-05,B02440,8
2015-05-17,2015-05,B02453,52
2015-05-17,2015-05,B02459,6
2015-05-17,2015-05,B02460,1
2015-05-17,2015-05,B02468,4
2015-05-17,2015-05,B02469,23
2015-05-17,2015-05,B02472,3
2015-05-17,2015-05,B02480,14
2015-05-17,2015-05,B02492,58
2015-05-17,2015-05,B02499,1
2015-05-17,2015-05,B02507,49
2015-05-17,2015-05,B02510,112
2015-05-17,2015-05,B02512,1163
2015-05-17,2015-05,B02515,3
2015-05-17,2015-05,B02518,20
2015-05-17,2015-05,B02522,19
2015-05-17,2015-05,B02532,16
2015-05-17,2015-05,B02533,3
2015-05-17,2015-05,B02534,8
2015-05-17,2015-05,B02547,2
2015-05-17,2015-05,B02550,5
2015-05-17,2015-05,B02563,3
2015-05-17,2015-05,B02579,12
2015-05-17,2015-05,B02588,4
2015-05-17,2015-05,B02598,6733
2015-05-17,2015-05,B02599,3
2015-05-17,2015-05,B02608,17
2015-05-17,2015-05,B02609,7
2015-05-17,2015-05,B02612,19
2015-05-17,2015-05,B02617,10428
2015-05-17,2015-05,B02630,6
2015-05-17,2015-05,B02644,66
2015-05-17,2015-05,B02646,79
2015-05-17,2015-05,B02651,9
2015-05-17,2015-05,B02655,5
2015-05-17,2015-05,B02664,8
2015-05-17,2015-05,B02670,18
2015-05-17,2015-05,B02680,28
2015-05-17,2015-05,B02682,30817
2015-05-17,2015-05,B02683,15
2015-05-17,2015-05,B02686,21
2015-05-17,2015-05,B02689,5
2015-05-17,2015-05,B02699,30
2015-05-17,2015-05,B02700,14
2015-05-17,2015-05,B02705,13
2015-05-17,2015-05,B02711,15
2015-05-17,2015-05,B02715,210
2015-05-17,2015-05,B02722,5
2015-05-17,2015-05,B02723,24
2015-05-17,2015-05,B02724,8
2015-05-17,2015-05,B02727,3
2015-05-17,2015-05,B02729,686
2015-05-17,2015-05,B02732,3
2015-05-17,2015-05,B02739,16
2015-05-17,2015-05,B02747,33
2015-05-17,2015-05,B02749,72
2015-05-17,2015-05,B02763,22
2015-05-17,2015-05,B02764,24645
2015-05-17,2015-05,B02765,8325
2015-05-17,2015-05,B02767,24
2015-05-17,2015-05,B02769,31
2015-05-17,2015-05,B02770,15
2015-05-17,2015-05,B02771,2
2015-05-17,2015-05,B02772,6
2015-05-17,2015-05,B02774,446
2015-05-17,2015-05,B02776,8
2015-05-17,2015-05,B02783,1
2015-05-17,2015-05,B02787,16
2015-05-17,2015-05,B02788,668
2015-05-17,2015-05,B02789,389
2015-05-17,2015-05,B02795,67
2015-05-17,2015-05,B02800,23
2015-05-17,2015-05,B02806,23
2015-05-17,2015-05,B02809,18
2015-05-17,2015-05,B02810,50
2015-05-17,2015-05,B02815,9
2015-05-17,2015-05,B02817,3
2015-05-17,2015-05,B02818,170
2015-05-17,2015-05,B02820,23
2015-05-17,2015-05,B02821,113
2015-05-17,2015-05,B02822,18
2015-05-17,2015-05,B02825,16
2015-05-17,2015-05,B02833,26
2015-05-17,2015-05,B02834,20
2015-05-17,2015-05,B02836,24
2015-05-17,2015-05,B02840,41
2015-05-17,2015-05,B02846,18
2015-05-17,2015-05,B02847,59
2015-05-18,2015-05,B00013,162
2015-05-18,2015-05,B00014,244
2015-05-18,2015-05,B00035,28
2015-05-18,2015-05,B00053,230
2015-05-18,2015-05,B00083,27
2015-05-18,2015-05,B00111,430
2015-05-18,2015-05,B00202,3
2015-05-18,2015-05,B00227,182
2015-05-18,2015-05,B00235,14
2015-05-18,2015-05,B00254,16
2015-05-18,2015-05,B00271,254
2015-05-18,2015-05,B00272,303
2015-05-18,2015-05,B00277,66
2015-05-18,2015-05,B00280,161
2015-05-18,2015-05,B00296,79
2015-05-18,2015-05,B00381,136
2015-05-18,2015-05,B00411,57
2015-05-18,2015-05,B00412,94
2015-05-18,2015-05,B00446,135
2015-05-18,2015-05,B00448,603
2015-05-18,2015-05,B00477,224
2015-05-18,2015-05,B00608,41
2015-05-18,2015-05,B00628,328
2015-05-18,2015-05,B00789,419
2015-05-18,2015-05,B00837,55
2015-05-18,2015-05,B00888,42
2015-05-18,2015-05,B01087,245
2015-05-18,2015-05,B01183,16
2015-05-18,2015-05,B01197,125
2015-05-18,2015-05,B01309,3
2015-05-18,2015-05,B01367,35
2015-05-18,2015-05,B01779,34
2015-05-18,2015-05,B01803,28
2015-05-18,2015-05,B01861,7
2015-05-18,2015-05,B01871,8
2015-05-18,2015-05,B01875,72
2015-05-18,2015-05,B01876,6
2015-05-18,2015-05,B01877,101
2015-05-18,2015-05,B01899,226
2015-05-18,2015-05,B01907,29
2015-05-18,2015-05,B01912,7
2015-05-18,2015-05,B01916,10
2015-05-18,2015-05,B01928,1
2015-05-18,2015-05,B01938,1
2015-05-18,2015-05,B01944,1
2015-05-18,2015-05,B01949,109
2015-05-18,2015-05,B01970,27
2015-05-18,2015-05,B01976,11
2015-05-18,2015-05,B01985,4
2015-05-18,2015-05,B01989,14
2015-05-18,2015-05,B01998,398
2015-05-18,2015-05,B02003,143
2015-05-18,2015-05,B02005,3
2015-05-18,2015-05,B02016,30
2015-05-18,2015-05,B02022,24
2015-05-18,2015-05,B02027,7
2015-05-18,2015-05,B02067,159
2015-05-18,2015-05,B02073,10
2015-05-18,2015-05,B02096,30
2015-05-18,2015-05,B02101,53
2015-05-18,2015-05,B02110,12
2015-05-18,2015-05,B02133,39
2015-05-18,2015-05,B02142,1
2015-05-18,2015-05,B02155,10
2015-05-18,2015-05,B02157,17
2015-05-18,2015-05,B02160,17
2015-05-18,2015-05,B02173,10
2015-05-18,2015-05,B02191,1
2015-05-18,2015-05,B02200,2
2015-05-18,2015-05,B02202,46
2015-05-18,2015-05,B02207,125
2015-05-18,2015-05,B02216,174
2015-05-18,2015-05,B02217,1
2015-05-18,2015-05,B02222,8
2015-05-18,2015-05,B02225,10
2015-05-18,2015-05,B02241,14
2015-05-18,2015-05,B02253,29
2015-05-18,2015-05,B02254,3
2015-05-18,2015-05,B02256,4
2015-05-18,2015-05,B02273,14
2015-05-18,2015-05,B02280,4
2015-05-18,2015-05,B02285,21
2015-05-18,2015-05,B02306,1
2015-05-18,2015-05,B02330,5
2015-05-18,2015-05,B02334,5
2015-05-18,2015-05,B02339,17
2015-05-18,2015-05,B02342,8
2015-05-18,2015-05,B02345,63
2015-05-18,2015-05,B02352,22
2015-05-18,2015-05,B02360,1
2015-05-18,2015-05,B02364,5
2015-05-18,2015-05,B02373,16
2015-05-18,2015-05,B02376,11
2015-05-18,2015-05,B02382,69
2015-05-18,2015-05,B02401,68
2015-05-18,2015-05,B02406,8
2015-05-18,2015-05,B02408,9
2015-05-18,2015-05,B02410,4
2015-05-18,2015-05,B02418,10
2015-05-18,2015-05,B02419,5
2015-05-18,2015-05,B02440,5
2015-05-18,2015-05,B02447,7
2015-05-18,2015-05,B02453,58
2015-05-18,2015-05,B02459,6
2015-05-18,2015-05,B02460,2
2015-05-18,2015-05,B02468,9
2015-05-18,2015-05,B02469,7
2015-05-18,2015-05,B02472,3
2015-05-18,2015-05,B02480,22
2015-05-18,2015-05,B02492,54
2015-05-18,2015-05,B02507,28
2015-05-18,2015-05,B02510,115
2015-05-18,2015-05,B02512,1109
2015-05-18,2015-05,B02515,3
2015-05-18,2015-05,B02518,28
2015-05-18,2015-05,B02522,6
2015-05-18,2015-05,B02532,6
2015-05-18,2015-05,B02533,4
2015-05-18,2015-05,B02534,4
2015-05-18,2015-05,B02550,1
2015-05-18,2015-05,B02554,6
2015-05-18,2015-05,B02563,2
2015-05-18,2015-05,B02579,16
2015-05-18,2015-05,B02588,8
2015-05-18,2015-05,B02598,6245
2015-05-18,2015-05,B02608,19
2015-05-18,2015-05,B02609,42
2015-05-18,2015-05,B02612,11
2015-05-18,2015-05,B02617,8994
2015-05-18,2015-05,B02642,1
2015-05-18,2015-05,B02644,28
2015-05-18,2015-05,B02646,27
2015-05-18,2015-05,B02651,21
2015-05-18,2015-05,B02655,14
2015-05-18,2015-05,B02662,6
2015-05-18,2015-05,B02664,13
2015-05-18,2015-05,B02668,1
2015-05-18,2015-05,B02670,5
2015-05-18,2015-05,B02680,6
2015-05-18,2015-05,B02682,24598
2015-05-18,2015-05,B02683,1
2015-05-18,2015-05,B02686,8
2015-05-18,2015-05,B02689,15
2015-05-18,2015-05,B02699,20
2015-05-18,2015-05,B02700,38
2015-05-18,2015-05,B02705,5
2015-05-18,2015-05,B02711,9
2015-05-18,2015-05,B02715,195
2015-05-18,2015-05,B02718,5
2015-05-18,2015-05,B02723,11
2015-05-18,2015-05,B02724,8
2015-05-18,2015-05,B02727,1
2015-05-18,2015-05,B02729,539
2015-05-18,2015-05,B02732,10
2015-05-18,2015-05,B02739,8
2015-05-18,2015-05,B02747,17
2015-05-18,2015-05,B02749,74
2015-05-18,2015-05,B02763,3
2015-05-18,2015-05,B02764,18748
2015-05-18,2015-05,B02765,6326
2015-05-18,2015-05,B02767,2
2015-05-18,2015-05,B02769,14
2015-05-18,2015-05,B02770,8
2015-05-18,2015-05,B02771,5
2015-05-18,2015-05,B02772,1
2015-05-18,2015-05,B02773,5
2015-05-18,2015-05,B02774,318
2015-05-18,2015-05,B02775,4
2015-05-18,2015-05,B02776,12
2015-05-18,2015-05,B02783,5
2015-05-18,2015-05,B02787,11
2015-05-18,2015-05,B02788,627
2015-05-18,2015-05,B02789,233
2015-05-18,2015-05,B02795,8
2015-05-18,2015-05,B02800,8
2015-05-18,2015-05,B02806,17
2015-05-18,2015-05,B02809,8
2015-05-18,2015-05,B02810,6
2015-05-18,2015-05,B02814,13
2015-05-18,2015-05,B02815,6
2015-05-18,2015-05,B02817,1
2015-05-18,2015-05,B02818,98
2015-05-18,2015-05,B02820,19
2015-05-18,2015-05,B02821,29
2015-05-18,2015-05,B02822,6
2015-05-18,2015-05,B02825,29
2015-05-18,2015-05,B02826,4
2015-05-18,2015-05,B02833,2
2015-05-18,2015-05,B02834,20
2015-05-18,2015-05,B02835,12
2015-05-18,2015-05,B02836,8
2015-05-18,2015-05,B02840,26
2015-05-18,2015-05,B02846,26
2015-05-18,2015-05,B02847,43
2015-05-19,2015-05,B00013,163
2015-05-19,2015-05,B00014,319
2015-05-19,2015-05,B00035,36
2015-05-19,2015-05,B00053,246
2015-05-19,2015-05,B00083,24
2015-05-19,2015-05,B00084,2
2015-05-19,2015-05,B00111,437
2015-05-19,2015-05,B00202,6
2015-05-19,2015-05,B00227,208
2015-05-19,2015-05,B00235,23
2015-05-19,2015-05,B00254,26
2015-05-19,2015-05,B00271,244
2015-05-19,2015-05,B00272,270
2015-05-19,2015-05,B00277,95
2015-05-19,2015-05,B00280,177
2015-05-19,2015-05,B00296,92
2015-05-19,2015-05,B00381,152
2015-05-19,2015-05,B00411,39
2015-05-19,2015-05,B00412,65
2015-05-19,2015-05,B00446,86
2015-05-19,2015-05,B00448,521
2015-05-19,2015-05,B00477,186
2015-05-19,2015-05,B00608,45
2015-05-19,2015-05,B00628,366
2015-05-19,2015-05,B00789,454
2015-05-19,2015-05,B00837,29
2015-05-19,2015-05,B00888,52
2015-05-19,2015-05,B01087,254
2015-05-19,2015-05,B01183,28
2015-05-19,2015-05,B01197,159
2015-05-19,2015-05,B01309,2
2015-05-19,2015-05,B01367,63
2015-05-19,2015-05,B01779,63
2015-05-19,2015-05,B01803,17
2015-05-19,2015-05,B01854,4
2015-05-19,2015-05,B01861,6
2015-05-19,2015-05,B01871,14
2015-05-19,2015-05,B01875,67
2015-05-19,2015-05,B01876,5
2015-05-19,2015-05,B01877,102
2015-05-19,2015-05,B01899,202
2015-05-19,2015-05,B01907,20
