pickup_date,pickup_month,base,base_name,trips,vehicles
2015-05-22,2015-05,B01417,NESHER EXPRESS CAR SERVICE 2 INC.,127,0
2015-05-22,2015-05,B01424,EAGLE CAR & LIMO LTD.,20,3
2015-05-22,2015-05,B01445,J T TRANS CO INC,140,48
2015-05-22,2015-05,B01452,AREAS TRANSP INC,153,12
2015-05-22,2015-05,B01453,ST GEORGE EXPRESS CAR SERVICE INC.,225,10
2015-05-22,2015-05,B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",75,11
2015-05-22,2015-05,B01509,"BRUNWISH ENTERPRISES,LTD.",813,73
2015-05-22,2015-05,B01514,LOS ANDES LIMO INC.,56,11
2015-05-22,2015-05,B01522,"STM ENTERPRISES,INC",93,14
2015-05-22,2015-05,B01537,S.I. SPEED INC.,150,18
2015-05-22,2015-05,B01546,BELLE ROCK OF BEACH CHANNEL INC.,104,9
2015-05-22,2015-05,B01559,MUNKACS CAR SVC LTD,283,21
2015-05-22,2015-05,B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,275,38
2015-05-22,2015-05,B01606,LA MEXICANA EXPRESS INC.,2010,122
2015-05-22,2015-05,B01608,JERUSALEM CAR COM.INC.,23,7
2015-05-22,2015-05,B01623,JAMAICA EXPRESS CAR SERVICE INC.,75,10
2015-05-22,2015-05,B01625,GLOBE CAR SERVICE INC,107,9
2015-05-22,2015-05,B01626,LA NUEVA QUISQUEYA C/S INC,1517,125
2015-05-22,2015-05,B01635,HAR-SINAY CAR & LIMO SVC INC,21,6
2015-05-22,2015-05,B01642,VICTORY CAR & LIMO SERVICE INC.,352,0
2015-05-22,2015-05,B01653,ART'S PLACE INC.,132,13
2015-05-22,2015-05,B01675,"TOWNCAR TRANSPORTATION, INC.",131,19
2015-05-22,2015-05,B01678,G WAY TRANSPORT INC.,21,5
2015-05-22,2015-05,B01726,SUPER CLASS RADIO DISP INC,1138,158
2015-05-22,2015-05,B01727,"CHAUFFEUR SERVICES, INC.",3,2
2015-05-22,2015-05,B01730,LUCKY EXPRESS CORPORATION,578,110
2015-05-22,2015-05,B01733,SHMT INC.,70,18
2015-05-22,2015-05,B01738,NEW COMMANDO CAR SERVICE CORP.,168,22
2015-05-22,2015-05,B01741,MONACO LIMO & CAR SERVICES INC.,94,15
2015-05-22,2015-05,B01742,"AVALON TRANSPORTATION, LLC",22,13
2015-05-22,2015-05,B01779,APEX CAR & LIMO SVCE INC,40,16
2015-05-22,2015-05,B01808,OLD TOWN CARS CORP,48,10
2015-05-22,2015-05,B01846,ROMANTIQUE LIMOUSINE INC.,2,2
2015-05-22,2015-05,B01849,JOE PAL LIMOUSINE LTD,6,4
2015-05-22,2015-05,B01854,EUROPE LIMOUSINE SERVICE INC,69,25
2015-05-22,2015-05,B01875,ON LINE LIMOUSINE LLC,176,31
2015-05-22,2015-05,B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,2,1
2015-05-22,2015-05,B01877,U.S.A. LIMO. INC.,144,77
2015-05-22,2015-05,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",803,96
2015-05-22,2015-05,B01912,"CAR 24 TRANSPORTATION, INC",34,0
2015-05-22,2015-05,B01913,MIRAGE LIMOUSINE SERVICE INC,47,16
2015-05-22,2015-05,B01928,DISCOVER LIMO INC,3,2
2015-05-22,2015-05,B01957,"ANIMO, INC",18,3
2015-05-22,2015-05,B01973,RAJA CAR & LIMOUSINE SERVICE INC.,91,16
2015-05-22,2015-05,B01979,DREAMLAND CAR & LIMO.SVC INC.,1,1
2015-05-22,2015-05,B01984,NY 88 EXPRESS CORP.,714,107
2015-05-22,2015-05,B01990,SUK INCORPORATED,99,40
2015-05-22,2015-05,B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,142,16
2015-05-22,2015-05,B02003,"AVALON CORPORATE CAR,INC.",129,66
2015-05-22,2015-05,B02016,PLANET LIMOUSINE LLC,76,34
2015-05-22,2015-05,B02021,EASYRIDE CAR SERVICE INC.,45,5
2015-05-22,2015-05,B02022,GOLD SEAL CAR & LIMO INC.,33,17
2015-05-22,2015-05,B02026,A RIDE FOR ALL LLC,5,1
2015-05-22,2015-05,B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,18,6
2015-05-22,2015-05,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",97,58
2015-05-22,2015-05,B02096,"CET GROUP, INC",8,7
2015-05-22,2015-05,B02106,"PERFECT LIMO SERVICE, INC.",3,0
2015-05-22,2015-05,B02110,"OPTIMUM CAR & LIMO, INC.",86,8
2015-05-22,2015-05,B02120,HARRISON GLOBAL LLC,260,96
2015-05-22,2015-05,B02127,"CONTINENTAL RIDE, INC.",3,2
2015-05-22,2015-05,B02133,"TWR CAR & LIMO, INC.",54,25
2015-05-22,2015-05,B02142,ASCENT LIMOUSINE INC.,2,2
2015-05-22,2015-05,B02144,"SILVER STAR LIMOUSINES, INC.",18,8
2015-05-22,2015-05,B02147,"MITA LIMOUSINE, INC.",29,17
2015-05-22,2015-05,B02155,ABA LUXURY CAR INC.,13,12
2015-05-22,2015-05,B02157,REAGAN CONVEYANCE  CORP.,198,97
2015-05-22,2015-05,B02167,MADISON LIMOUSINE INC,2,1
2015-05-22,2015-05,B02182,"FINEST CAR SERVICE, LLC",5,2
2015-05-22,2015-05,B02183,BANGLA CAR & LIMO. SERVICE INC.,9,9
2015-05-22,2015-05,B02191,US LIMO SYSTEM INC,34,14
2015-05-22,2015-05,B02217,PCS LIMOUSINE INC.,24,7
2015-05-22,2015-05,B02240,NEW APPLE TRANS. INC.,24,13
2015-05-22,2015-05,B02248,HYBRID LIMO EXPRESS INC.,7,1
2015-05-22,2015-05,B02249,"LA RAZA CAR SERVICE, INC.",323,46
2015-05-22,2015-05,B02252,ASIANA LIMOUSINE INC.,4,2
2015-05-22,2015-05,B02265,"COUNTY CAR SERVICE, INC.",28,3
2015-05-22,2015-05,B02301,DOUBLE A CAR SERVICE INC.,604,27
2015-05-22,2015-05,B02306,ACCUELIMO LUXURY LLC,125,23
2015-05-22,2015-05,B02308,NORWOOD CAR & LIMO INC.,125,20
2015-05-22,2015-05,B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",14,0
2015-05-22,2015-05,B02378,WELLCARE CAR SERVICE INC.,2,1
2015-05-22,2015-05,B02389,"EMBARQUE N.Y., INC.",46,14
2015-05-22,2015-05,B02397,CHICO EXPRESS CORP. 2,191,13
2015-05-22,2015-05,B02410,"POLO LIMOUSINE, CORP.",65,20
2015-05-22,2015-05,B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",17,3
2015-05-22,2015-05,B02435,"TEINETCO, INC",12,5
2015-05-22,2015-05,B02440,MLL LIMOUSINE SERVICES INC.,30,15
2015-05-22,2015-05,B02447,"NEW HAMPTON CAR & LIMO, INC.",4,4
2015-05-22,2015-05,B02468,GROUNDLINK HOLDINGS LLC,92,32
2015-05-22,2015-05,B02470,CRI LIMO INC.,13,7
2015-05-22,2015-05,B02471,TSU GLOBAL SERVICES INC,10,8
2015-05-22,2015-05,B02475,ECKFORD LITE CAR & LIMO INC.,19,7
2015-05-22,2015-05,B02491,CALL THREES LLC,17,3
2015-05-22,2015-05,B02511,DEKALB CAR SERVICE CORP.,31,13
2015-05-22,2015-05,B02517,LOS PAISANOS LUXURY C/S INC.,9,9
2015-05-22,2015-05,B02524,ESQ LIMOUSINE LLC,10,4
2015-05-22,2015-05,B02532,COZY RIDE LIMOUSINE INC,21,0
2015-05-22,2015-05,B02541,HIBA CAR & LIMO SVC INC.,6,5
2015-05-22,2015-05,B02543,GTA CAR & LIMO SERVICE LLC,63,9
2015-05-22,2015-05,B02547,NICK CAR & LIMO SERVICE INC.,23,7
2015-05-22,2015-05,B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,1,1
2015-05-22,2015-05,B02564,LAGUARDIA LUXURY CAR & LIMO,2,1
2015-05-22,2015-05,B02573,SUNSET PARK CAR SERVICE INC,390,40
2015-05-22,2015-05,B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",59,42
2015-05-22,2015-05,B02590,LUXOR LIMO INC,102,0
2015-05-22,2015-05,B02599,CMS LIMO INC.,8,1
2015-05-22,2015-05,B02629,CARLUX LIMO INC.,8,5
2015-05-22,2015-05,B02637,ROOSEVELT CAR & LIMO INC.,6,6
2015-05-22,2015-05,B02653,NEW COLLEGE CAR SVCE INC,1294,116
2015-05-22,2015-05,B02658,ASCONA CAR SERVICE INC.,7,1
2015-05-22,2015-05,B02661,MIC-LOU CAR SERVICES_LLC,96,0
2015-05-22,2015-05,B02664,CORPORATE CAR LTD.,5,4
2015-05-22,2015-05,B02666,"D.L.C. LIMOUSINE SERVICE, INC.",7,6
2015-05-22,2015-05,B02667,LEON LUXURY LIMO INC,12,8
2015-05-22,2015-05,B02673,CONCORDE LIMOUSINE INC,2,2
2015-05-22,2015-05,B02675,FRIELECH CAR & LIMO SERVICE INC,21,7
2015-05-22,2015-05,B02681,DIRECT CAR & LIMO SERVICE INC.,3,1
2015-05-22,2015-05,B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,6,6
2015-05-22,2015-05,B02695,SEE USA TOURS INC.,12,3
2015-05-22,2015-05,B02705,GROUND JET EXECUTIVE TRANSPORTATION LLC,1,1
2015-05-22,2015-05,B02710,PARADA CAR SERVICE,6,6
2015-05-22,2015-05,B02712,AVE O CAR SERVICE INC,6,6
2015-05-22,2015-05,B02715,GROUNDANYWHERE LLC,92,32
2015-05-22,2015-05,B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",111,1
2015-05-22,2015-05,B02723,CHARLIE BLACK CAR INC,31,0
2015-05-22,2015-05,B02725,KIRIN TRANSPORTATION INC,153,1
2015-05-22,2015-05,B02726,COMPADRE CAR SERVICE INC.,186,12
2015-05-22,2015-05,B02731,EMES OF BOROPARK CAR SERVICE INC,15,2
2015-05-22,2015-05,B02751,RELIANCE GROUP INC,3,2
2015-05-22,2015-05,B02753,DADDY LIMO INC,17,9
2015-05-22,2015-05,B02754,TIGER CAR SERVICE INC.,8,2
2015-05-22,2015-05,B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",48,5
2015-05-22,2015-05,B02808,INVASORA EXPRESS CAR SERVICE CORP.,4,2
2015-05-22,2015-05,B02821,E5 TRANSPORTATION SOLUTIONS INC.,96,9
2015-05-23,2015-05,B00008,T-D MAINTENANCE CORP,153,15
2015-05-23,2015-05,B00009,T-D MAINTENANCE,127,14
2015-05-23,2015-05,B00013,LOVE CORP CAR INC,53,36
2015-05-23,2015-05,B00014,NY ONE CORP CAR INC,69,44
2015-05-23,2015-05,B00021,MEXICANA HIGH CLASS INC.,1130,64
2015-05-23,2015-05,B00029,COMMUNITY CAR SVC CORP,633,45
2015-05-23,2015-05,B00030,TREMONT DISPATCHING CORP,130,13
2015-05-23,2015-05,B00035,LOTUS RIDE INC,5,3
2015-05-23,2015-05,B00078,R & R ROAD LIMO SVCE INC,20,11
2015-05-23,2015-05,B00083,PAGE-A-RIDE INC,1,1
2015-05-23,2015-05,B00084,AUTOMOTIVE SVC SYSTEM INC,3,3
2015-05-23,2015-05,B00160,JAFFA CAR & LIMO SVC INC,270,22
2015-05-23,2015-05,B00202,"EXCELSIOR CAR & LIMO, INC.",26,6
2015-05-23,2015-05,B00221,PROFESSIONAL CAR SERVICE INC,347,70
2015-05-23,2015-05,B00236,LAST RADIO GROUP CORP.,9,6
2015-05-23,2015-05,B00248,YELLOWSTONE TRANSPORTATION INC.,1035,119
2015-05-23,2015-05,B00254,XYZ TWO WAY RADIO,208,95
2015-05-23,2015-05,B00256,FAST OPERATING CORP,2020,541
2015-05-23,2015-05,B00272,BIG APPLE CAR INC,80,49
2015-05-23,2015-05,B00277,ALL CITY CORP TRANS INC,14,10
2015-05-23,2015-05,B00281,"VEE CEE LIMOUSINE SERVICE, INC",68,10
2015-05-23,2015-05,B00296,PRIME TIME TRANS. INC,8,6
2015-05-23,2015-05,B00310,WATSON CAR SERVICE INC.,1701,140
2015-05-23,2015-05,B00319,AVENTINE AUTO RENTAL INC,48,9
2015-05-23,2015-05,B00334,DO MAX CORP.,103,38
2015-05-23,2015-05,B00373,PARTICULAR PEOPLE CAR SERVICE INC.,8,2
2015-05-23,2015-05,B00381,BELL RADIO INC,39,21
2015-05-23,2015-05,B00411,FONE-A-CAR INC,31,16
2015-05-23,2015-05,B00412,NYC 2 WAY INTERNATIONAL LTD,142,29
2015-05-23,2015-05,B00477,INTA-BORO ACRES INC,246,56
2015-05-23,2015-05,B00492,BLUE WHITE ASSOC. TRANS.SVC.INC.,260,20
2015-05-23,2015-05,B00552,HINO-MARU ENTERPRISES INC.,25,18
2015-05-23,2015-05,B00608,SUMMIT CORP CAR INC,23,12
2015-05-23,2015-05,B00619,LINCOLN LIMO SVCE INC,27,4
2015-05-23,2015-05,B00623,MANHATTAN INT'L LIMO NETWORK LLC,10,4
2015-05-23,2015-05,B00652,RESCUE C/S INC,144,16
2015-05-23,2015-05,B00706,"VIC & BAY CAR SERVICE, INC",660,14
2015-05-23,2015-05,B00789,VITAL TRANSPORTATION INC.,138,71
2015-05-23,2015-05,B00837,CAREY LIMO N Y INC,125,50
2015-05-23,2015-05,B00881,CROSSBAY CAR SERVICE INC.,6,6
2015-05-23,2015-05,B00888,ACE C/L SVCE INC,10,9
2015-05-23,2015-05,B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,81,13
2015-05-23,2015-05,B00941,PERSONAL TOUCH C/S,56,0
2015-05-23,2015-05,B00975,"T.J.Q. CAR SERVICE, INC.",672,51
2015-05-23,2015-05,B00983,"1431 CAR SERVICE, INC.",100,9
2015-05-23,2015-05,B01016,810 CAR SVCE CORP,1069,78
2015-05-23,2015-05,B01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,86,9
2015-05-23,2015-05,B01066,DOMINICANA RAD DISP INC,984,87
2015-05-23,2015-05,B01069,RPO CAR AND LIMOUSINE SERVICE INC.,80,10
2015-05-23,2015-05,B01079,THE METRO MARINE CAR SERVICE INC,82,0
2015-05-23,2015-05,B01109,UNITED EXP C/L SVCE,808,86
2015-05-23,2015-05,B01129,GTWY INC,252,23
2015-05-23,2015-05,B01148,EVELYN CAR SERVICE INC,402,49
2015-05-23,2015-05,B01177,SLMK INC.,178,12
2015-05-23,2015-05,B01197,"TEL-A-CAR OF NEW YORK, LLC",66,30
2015-05-23,2015-05,B01231,GO CAR CORP.,42,11
2015-05-23,2015-05,B01280,BENSONHURST RIDE INC.,105,18
2015-05-23,2015-05,B01306,"R N D TRANSPORTATION, INC.",37,7
2015-05-23,2015-05,B01313,JOY CAR SERVICES INC.,8,8
2015-05-23,2015-05,B01332,SKYWAY CAR SERVICE EXPRESS INC.,27,3
2015-05-23,2015-05,B01336,BAY EXPRESS CORP.,77,14
2015-05-23,2015-05,B01367,"ROYAL DISPATCH SERVICES, INC.",41,22
2015-05-23,2015-05,B01379,J.J.S. TRANSPORTATION CO. INC.,28,3
2015-05-23,2015-05,B01391,ROSE 'N' DALE C/S INC,163,12
2015-05-23,2015-05,B01398,ALEX EXP C/L INC,1,0
2015-05-23,2015-05,B01424,EAGLE CAR & LIMO LTD.,16,3
2015-05-23,2015-05,B01445,J T TRANS CO INC,58,24
2015-05-23,2015-05,B01452,AREAS TRANSP INC,106,11
2015-05-23,2015-05,B01453,ST GEORGE EXPRESS CAR SERVICE INC.,257,13
2015-05-23,2015-05,B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",87,10
2015-05-23,2015-05,B01509,"BRUNWISH ENTERPRISES,LTD.",693,72
2015-05-23,2015-05,B01514,LOS ANDES LIMO INC.,54,11
2015-05-23,2015-05,B01522,"STM ENTERPRISES,INC",92,15
2015-05-23,2015-05,B01537,S.I. SPEED INC.,146,16
2015-05-23,2015-05,B01546,BELLE ROCK OF BEACH CHANNEL INC.,152,8
2015-05-23,2015-05,B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,440,39
2015-05-23,2015-05,B01606,LA MEXICANA EXPRESS INC.,2145,114
2015-05-23,2015-05,B01608,JERUSALEM CAR COM.INC.,4,3
2015-05-23,2015-05,B01623,JAMAICA EXPRESS CAR SERVICE INC.,79,11
2015-05-23,2015-05,B01625,GLOBE CAR SERVICE INC,108,9
2015-05-23,2015-05,B01626,LA NUEVA QUISQUEYA C/S INC,1876,130
2015-05-23,2015-05,B01642,VICTORY CAR & LIMO SERVICE INC.,326,0
2015-05-23,2015-05,B01653,ART'S PLACE INC.,48,9
2015-05-23,2015-05,B01675,"TOWNCAR TRANSPORTATION, INC.",108,15
2015-05-23,2015-05,B01678,G WAY TRANSPORT INC.,40,5
2015-05-23,2015-05,B01679,CENTURY CAR SERVICE INC.,66,4
2015-05-23,2015-05,B01726,SUPER CLASS RADIO DISP INC,1315,151
2015-05-23,2015-05,B01727,"CHAUFFEUR SERVICES, INC.",1,1
2015-05-23,2015-05,B01730,LUCKY EXPRESS CORPORATION,530,97
2015-05-23,2015-05,B01733,SHMT INC.,72,18
2015-05-23,2015-05,B01738,NEW COMMANDO CAR SERVICE CORP.,238,24
2015-05-23,2015-05,B01741,MONACO LIMO & CAR SERVICES INC.,70,12
2015-05-23,2015-05,B01742,"AVALON TRANSPORTATION, LLC",10,5
2015-05-23,2015-05,B01779,APEX CAR & LIMO SVCE INC,15,8
2015-05-23,2015-05,B01808,OLD TOWN CARS CORP,11,10
2015-05-23,2015-05,B01846,ROMANTIQUE LIMOUSINE INC.,7,7
2015-05-23,2015-05,B01854,EUROPE LIMOUSINE SERVICE INC,13,6
2015-05-23,2015-05,B01868,LIMO 4 LLC,3,3
2015-05-23,2015-05,B01875,ON LINE LIMOUSINE LLC,20,8
2015-05-23,2015-05,B01877,U.S.A. LIMO. INC.,30,18
2015-05-23,2015-05,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",413,49
2015-05-23,2015-05,B01912,"CAR 24 TRANSPORTATION, INC",18,0
2015-05-23,2015-05,B01913,MIRAGE LIMOUSINE SERVICE INC,16,9
2015-05-23,2015-05,B01957,"ANIMO, INC",12,3
2015-05-23,2015-05,B01973,RAJA CAR & LIMOUSINE SERVICE INC.,111,14
2015-05-23,2015-05,B01979,DREAMLAND CAR & LIMO.SVC INC.,1,1
2015-05-23,2015-05,B01984,NY 88 EXPRESS CORP.,338,82
2015-05-23,2015-05,B01990,SUK INCORPORATED,60,30
2015-05-23,2015-05,B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,180,15
2015-05-23,2015-05,B02003,"AVALON CORPORATE CAR,INC.",30,23
2015-05-23,2015-05,B02016,PLANET LIMOUSINE LLC,17,8
2015-05-23,2015-05,B02021,EASYRIDE CAR SERVICE INC.,38,3
2015-05-23,2015-05,B02022,GOLD SEAL CAR & LIMO INC.,13,8
2015-05-23,2015-05,B02026,A RIDE FOR ALL LLC,3,1
2015-05-23,2015-05,B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,8,4
2015-05-23,2015-05,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",52,36
2015-05-23,2015-05,B02096,"CET GROUP, INC",2,2
2015-05-23,2015-05,B02106,"PERFECT LIMO SERVICE, INC.",2,0
2015-05-23,2015-05,B02110,"OPTIMUM CAR & LIMO, INC.",57,6
2015-05-23,2015-05,B02120,HARRISON GLOBAL LLC,136,53
2015-05-23,2015-05,B02133,"TWR CAR & LIMO, INC.",14,8
2015-05-23,2015-05,B02144,"SILVER STAR LIMOUSINES, INC.",10,6
2015-05-23,2015-05,B02147,"MITA LIMOUSINE, INC.",7,4
2015-05-23,2015-05,B02155,ABA LUXURY CAR INC.,7,6
2015-05-23,2015-05,B02157,REAGAN CONVEYANCE  CORP.,87,63
2015-05-23,2015-05,B02167,MADISON LIMOUSINE INC,2,1
2015-05-23,2015-05,B02183,BANGLA CAR & LIMO. SERVICE INC.,11,11
2015-05-23,2015-05,B02191,US LIMO SYSTEM INC,7,4
2015-05-23,2015-05,B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",4,4
2015-05-23,2015-05,B02217,PCS LIMOUSINE INC.,2,2
2015-05-23,2015-05,B02240,NEW APPLE TRANS. INC.,10,9
2015-05-23,2015-05,B02248,HYBRID LIMO EXPRESS INC.,11,1
2015-05-23,2015-05,B02249,"LA RAZA CAR SERVICE, INC.",431,49
2015-05-23,2015-05,B02252,ASIANA LIMOUSINE INC.,3,1
2015-05-23,2015-05,B02265,"COUNTY CAR SERVICE, INC.",6,1
2015-05-23,2015-05,B02301,DOUBLE A CAR SERVICE INC.,523,26
2015-05-23,2015-05,B02306,ACCUELIMO LUXURY LLC,145,21
2015-05-23,2015-05,B02308,NORWOOD CAR & LIMO INC.,19,7
2015-05-23,2015-05,B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",5,0
2015-05-23,2015-05,B02389,"EMBARQUE N.Y., INC.",13,6
2015-05-23,2015-05,B02397,CHICO EXPRESS CORP. 2,227,14
2015-05-23,2015-05,B02410,"POLO LIMOUSINE, CORP.",15,4
2015-05-23,2015-05,B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",18,2
2015-05-23,2015-05,B02435,"TEINETCO, INC",3,2
2015-05-23,2015-05,B02440,MLL LIMOUSINE SERVICES INC.,11,6
2015-05-23,2015-05,B02447,"NEW HAMPTON CAR & LIMO, INC.",4,4
2015-05-23,2015-05,B02468,GROUNDLINK HOLDINGS LLC,56,20
2015-05-23,2015-05,B02469,FUTURE LIMO VIP CORP,1,1
2015-05-23,2015-05,B02470,CRI LIMO INC.,6,2
2015-05-23,2015-05,B02471,TSU GLOBAL SERVICES INC,8,4
2015-05-23,2015-05,B02475,ECKFORD LITE CAR & LIMO INC.,24,7
2015-05-23,2015-05,B02491,CALL THREES LLC,13,2
2015-05-23,2015-05,B02511,DEKALB CAR SERVICE CORP.,31,14
2015-05-23,2015-05,B02517,LOS PAISANOS LUXURY C/S INC.,13,12
2015-05-23,2015-05,B02532,COZY RIDE LIMOUSINE INC,6,0
2015-05-23,2015-05,B02541,HIBA CAR & LIMO SVC INC.,6,4
2015-05-23,2015-05,B02542,BAILEY LUXURY & LIMOUSINE CORP.,1,1
2015-05-23,2015-05,B02543,GTA CAR & LIMO SERVICE LLC,60,9
2015-05-23,2015-05,B02547,NICK CAR & LIMO SERVICE INC.,13,4
2015-05-23,2015-05,B02573,SUNSET PARK CAR SERVICE INC,460,41
2015-05-23,2015-05,B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",30,24
2015-05-23,2015-05,B02590,LUXOR LIMO INC,82,0
2015-05-23,2015-05,B02599,CMS LIMO INC.,4,1
2015-05-23,2015-05,B02637,ROOSEVELT CAR & LIMO INC.,6,6
2015-05-23,2015-05,B02653,NEW COLLEGE CAR SVCE INC,1347,115
2015-05-23,2015-05,B02661,MIC-LOU CAR SERVICES_LLC,126,0
2015-05-23,2015-05,B02664,CORPORATE CAR LTD.,3,1
2015-05-23,2015-05,B02666,"D.L.C. LIMOUSINE SERVICE, INC.",2,2
2015-05-23,2015-05,B02667,LEON LUXURY LIMO INC,9,5
2015-05-23,2015-05,B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,6,5
2015-05-23,2015-05,B02695,SEE USA TOURS INC.,7,2
2015-05-23,2015-05,B02712,AVE O CAR SERVICE INC,7,7
2015-05-23,2015-05,B02715,GROUNDANYWHERE LLC,56,20
2015-05-23,2015-05,B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",93,1
2015-05-23,2015-05,B02723,CHARLIE BLACK CAR INC,8,0
2015-05-23,2015-05,B02725,KIRIN TRANSPORTATION INC,167,1
2015-05-23,2015-05,B02726,COMPADRE CAR SERVICE INC.,190,12
2015-05-23,2015-05,B02751,RELIANCE GROUP INC,3,2
2015-05-23,2015-05,B02753,DADDY LIMO INC,18,10
2015-05-23,2015-05,B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",14,5
2015-05-23,2015-05,B02808,INVASORA EXPRESS CAR SERVICE CORP.,38,4
2015-05-23,2015-05,B02821,E5 TRANSPORTATION SOLUTIONS INC.,30,4
2015-05-24,2015-05,B00008,T-D MAINTENANCE CORP,158,17
2015-05-24,2015-05,B00009,T-D MAINTENANCE,135,16
2015-05-24,2015-05,B00013,LOVE CORP CAR INC,78,27
2015-05-24,2015-05,B00014,NY ONE CORP CAR INC,60,34
2015-05-24,2015-05,B00021,MEXICANA HIGH CLASS INC.,1062,58
2015-05-24,2015-05,B00029,COMMUNITY CAR SVC CORP,541,40
2015-05-24,2015-05,B00030,TREMONT DISPATCHING CORP,19,2
2015-05-24,2015-05,B00035,LOTUS RIDE INC,6,3
2015-05-24,2015-05,B00078,R & R ROAD LIMO SVCE INC,13,9
2015-05-24,2015-05,B00083,PAGE-A-RIDE INC,6,3
2015-05-24,2015-05,B00084,AUTOMOTIVE SVC SYSTEM INC,4,3
2015-05-24,2015-05,B00160,JAFFA CAR & LIMO SVC INC,296,22
2015-05-24,2015-05,B00170,EMUNAH CAR SERVICE INC,56,8
2015-05-24,2015-05,B00202,"EXCELSIOR CAR & LIMO, INC.",15,4
2015-05-24,2015-05,B00221,PROFESSIONAL CAR SERVICE INC,319,57
2015-05-24,2015-05,B00235,"ARISTACAR & LIMOUSINE, LTD.",1,1
2015-05-24,2015-05,B00236,LAST RADIO GROUP CORP.,7,4
2015-05-24,2015-05,B00248,YELLOWSTONE TRANSPORTATION INC.,917,109
2015-05-24,2015-05,B00254,XYZ TWO WAY RADIO,157,60
2015-05-24,2015-05,B00256,FAST OPERATING CORP,1576,452
2015-05-24,2015-05,B00272,BIG APPLE CAR INC,61,39
2015-05-24,2015-05,B00277,ALL CITY CORP TRANS INC,8,5
2015-05-24,2015-05,B00281,"VEE CEE LIMOUSINE SERVICE, INC",40,8
2015-05-24,2015-05,B00296,PRIME TIME TRANS. INC,4,4
2015-05-24,2015-05,B00310,WATSON CAR SERVICE INC.,1850,126
2015-05-24,2015-05,B00319,AVENTINE AUTO RENTAL INC,48,10
2015-05-24,2015-05,B00334,DO MAX CORP.,99,34
2015-05-24,2015-05,B00381,BELL RADIO INC,38,19
2015-05-24,2015-05,B00411,FONE-A-CAR INC,31,15
2015-05-24,2015-05,B00412,NYC 2 WAY INTERNATIONAL LTD,120,31
2015-05-24,2015-05,B00477,INTA-BORO ACRES INC,148,35
2015-05-24,2015-05,B00492,BLUE WHITE ASSOC. TRANS.SVC.INC.,260,19
2015-05-24,2015-05,B00552,HINO-MARU ENTERPRISES INC.,13,9
2015-05-24,2015-05,B00608,SUMMIT CORP CAR INC,8,6
2015-05-24,2015-05,B00619,LINCOLN LIMO SVCE INC,10,3
2015-05-24,2015-05,B00623,MANHATTAN INT'L LIMO NETWORK LLC,3,1
2015-05-24,2015-05,B00652,RESCUE C/S INC,133,13
2015-05-24,2015-05,B00706,"VIC & BAY CAR SERVICE, INC",548,13
2015-05-24,2015-05,B00789,VITAL TRANSPORTATION INC.,80,45
2015-05-24,2015-05,B00837,CAREY LIMO N Y INC,128,49
2015-05-24,2015-05,B00881,CROSSBAY CAR SERVICE INC.,1,1
2015-05-24,2015-05,B00888,ACE C/L SVCE INC,10,7
2015-05-24,2015-05,B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,75,13
2015-05-24,2015-05,B00941,PERSONAL TOUCH C/S,55,0
2015-05-24,2015-05,B00975,"T.J.Q. CAR SERVICE, INC.",775,56
2015-05-24,2015-05,B00983,"1431 CAR SERVICE, INC.",95,7
2015-05-24,2015-05,B01013,AMERICANA TRANSPORTATION LLC,1,1
2015-05-24,2015-05,B01016,810 CAR SVCE CORP,964,71
