pickup_date,pickup_month,base,base_name,trips,year,month,month_name,weekday,weekday_num,week_start,is_weekend,is_month_start,is_month_end,holiday_name,is_federal_holiday,nyc_event,has_nyc_event,weather_code,temperature_2m_max,temperature_2m_min,temperature_avg_f,apparent_temperature_max,apparent_temperature_min,apparent_temperature_avg_f,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,has_rain,has_snow,has_precipitation
2014-06-28,2014-06,B02598,Hinter,7287,2014,6,June,Saturday,5,2014-06-23,True,False,False,,False,,False,3,82.8,61.7,72.25,86.7,62.9,74.8,0.0,0.0,0.0,0.0,9.6,False,False,False
2014-06-28,2014-06,B02617,Weiter,6940,2014,6,June,Saturday,5,2014-06-23,True,False,False,,False,,False,3,82.8,61.7,72.25,86.7,62.9,74.8,0.0,0.0,0.0,0.0,9.6,False,False,False
2014-06-28,2014-06,B02682,Schmecken,5885,2014,6,June,Saturday,5,2014-06-23,True,False,False,,False,,False,3,82.8,61.7,72.25,86.7,62.9,74.8,0.0,0.0,0.0,0.0,9.6,False,False,False
2014-06-28,2014-06,B02764,Danach-NY,204,2014,6,June,Saturday,5,2014-06-23,True,False,False,,False,,False,3,82.8,61.7,72.25,86.7,62.9,74.8,0.0,0.0,0.0,0.0,9.6,False,False,False
2014-06-29,2014-06,B02512,Unter,718,2014,6,June,Sunday,6,2014-06-23,True,False,False,,False,,False,3,80.6,63.0,71.8,85.0,64.9,74.95,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-06-29,2014-06,B02598,Hinter,6038,2014,6,June,Sunday,6,2014-06-23,True,False,False,,False,,False,3,80.6,63.0,71.8,85.0,64.9,74.95,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-06-29,2014-06,B02617,Weiter,5645,2014,6,June,Sunday,6,2014-06-23,True,False,False,,False,,False,3,80.6,63.0,71.8,85.0,64.9,74.95,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-06-29,2014-06,B02682,Schmecken,4535,2014,6,June,Sunday,6,2014-06-23,True,False,False,,False,,False,3,80.6,63.0,71.8,85.0,64.9,74.95,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-06-29,2014-06,B02764,Danach-NY,171,2014,6,June,Sunday,6,2014-06-23,True,False,False,,False,,False,3,80.6,63.0,71.8,85.0,64.9,74.95,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-06-30,2014-06,B02512,Unter,877,2014,6,June,Monday,0,2014-06-30,False,False,True,,False,,False,3,84.3,63.1,73.7,87.6,64.9,76.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-06-30,2014-06,B02598,Hinter,6366,2014,6,June,Monday,0,2014-06-30,False,False,True,,False,,False,3,84.3,63.1,73.7,87.6,64.9,76.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-06-30,2014-06,B02617,Weiter,5755,2014,6,June,Monday,0,2014-06-30,False,False,True,,False,,False,3,84.3,63.1,73.7,87.6,64.9,76.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-06-30,2014-06,B02682,Schmecken,5168,2014,6,June,Monday,0,2014-06-30,False,False,True,,False,,False,3,84.3,63.1,73.7,87.6,64.9,76.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-06-30,2014-06,B02764,Danach-NY,229,2014,6,June,Monday,0,2014-06-30,False,False,True,,False,,False,3,84.3,63.1,73.7,87.6,64.9,76.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-07-01,2014-07,B02512,Unter,1020,2014,7,July,Tuesday,1,2014-06-30,False,True,False,,False,,False,3,88.4,68.7,78.55000000000001,92.4,72.3,82.35,0.0,0.0,0.0,0.0,11.4,False,False,False
2014-07-01,2014-07,B02598,Hinter,7236,2014,7,July,Tuesday,1,2014-06-30,False,True,False,,False,,False,3,88.4,68.7,78.55000000000001,92.4,72.3,82.35,0.0,0.0,0.0,0.0,11.4,False,False,False
2014-07-01,2014-07,B02617,Weiter,6955,2014,7,July,Tuesday,1,2014-06-30,False,True,False,,False,,False,3,88.4,68.7,78.55000000000001,92.4,72.3,82.35,0.0,0.0,0.0,0.0,11.4,False,False,False
2014-07-01,2014-07,B02682,Schmecken,5744,2014,7,July,Tuesday,1,2014-06-30,False,True,False,,False,,False,3,88.4,68.7,78.55000000000001,92.4,72.3,82.35,0.0,0.0,0.0,0.0,11.4,False,False,False
2014-07-01,2014-07,B02764,Danach-NY,273,2014,7,July,Tuesday,1,2014-06-30,False,True,False,,False,,False,3,88.4,68.7,78.55000000000001,92.4,72.3,82.35,0.0,0.0,0.0,0.0,11.4,False,False,False
2014-07-02,2014-07,B02512,Unter,1265,2014,7,July,Wednesday,2,2014-06-30,False,False,False,,False,,False,61,90.3,72.9,81.6,97.3,77.8,87.55,0.102,0.102,0.0,2.0,13.1,True,False,True
2014-07-02,2014-07,B02598,Hinter,8799,2014,7,July,Wednesday,2,2014-06-30,False,False,False,,False,,False,61,90.3,72.9,81.6,97.3,77.8,87.55,0.102,0.102,0.0,2.0,13.1,True,False,True
2014-07-02,2014-07,B02617,Weiter,8636,2014,7,July,Wednesday,2,2014-06-30,False,False,False,,False,,False,61,90.3,72.9,81.6,97.3,77.8,87.55,0.102,0.102,0.0,2.0,13.1,True,False,True
2014-07-02,2014-07,B02682,Schmecken,7457,2014,7,July,Wednesday,2,2014-06-30,False,False,False,,False,,False,61,90.3,72.9,81.6,97.3,77.8,87.55,0.102,0.102,0.0,2.0,13.1,True,False,True
2014-07-02,2014-07,B02764,Danach-NY,323,2014,7,July,Wednesday,2,2014-06-30,False,False,False,,False,,False,61,90.3,72.9,81.6,97.3,77.8,87.55,0.102,0.102,0.0,2.0,13.1,True,False,True
2014-07-03,2014-07,B02512,Unter,1014,2014,7,July,Thursday,3,2014-06-30,False,False,False,,False,,False,61,87.3,72.9,80.1,95.4,81.2,88.30000000000001,0.319,0.319,0.0,13.0,9.0,True,False,True
2014-07-03,2014-07,B02598,Hinter,7240,2014,7,July,Thursday,3,2014-06-30,False,False,False,,False,,False,61,87.3,72.9,80.1,95.4,81.2,88.30000000000001,0.319,0.319,0.0,13.0,9.0,True,False,True
2014-07-03,2014-07,B02617,Weiter,7105,2014,7,July,Thursday,3,2014-06-30,False,False,False,,False,,False,61,87.3,72.9,80.1,95.4,81.2,88.30000000000001,0.319,0.319,0.0,13.0,9.0,True,False,True
2014-07-03,2014-07,B02682,Schmecken,5986,2014,7,July,Thursday,3,2014-06-30,False,False,False,,False,,False,61,87.3,72.9,80.1,95.4,81.2,88.30000000000001,0.319,0.319,0.0,13.0,9.0,True,False,True
2014-07-03,2014-07,B02764,Danach-NY,252,2014,7,July,Thursday,3,2014-06-30,False,False,False,,False,,False,61,87.3,72.9,80.1,95.4,81.2,88.30000000000001,0.319,0.319,0.0,13.0,9.0,True,False,True
2014-07-04,2014-07,B02512,Unter,547,2014,7,July,Friday,4,2014-06-30,False,False,False,Independence Day,True,Independence Day,True,63,73.5,66.2,69.85,80.8,60.5,70.65,0.701,0.701,0.0,12.0,14.7,True,False,True
2014-07-04,2014-07,B02598,Hinter,4515,2014,7,July,Friday,4,2014-06-30,False,False,False,Independence Day,True,Independence Day,True,63,73.5,66.2,69.85,80.8,60.5,70.65,0.701,0.701,0.0,12.0,14.7,True,False,True
2014-07-04,2014-07,B02617,Weiter,5133,2014,7,July,Friday,4,2014-06-30,False,False,False,Independence Day,True,Independence Day,True,63,73.5,66.2,69.85,80.8,60.5,70.65,0.701,0.701,0.0,12.0,14.7,True,False,True
2014-07-04,2014-07,B02682,Schmecken,3812,2014,7,July,Friday,4,2014-06-30,False,False,False,Independence Day,True,Independence Day,True,63,73.5,66.2,69.85,80.8,60.5,70.65,0.701,0.701,0.0,12.0,14.7,True,False,True
2014-07-04,2014-07,B02764,Danach-NY,141,2014,7,July,Friday,4,2014-06-30,False,False,False,Independence Day,True,Independence Day,True,63,73.5,66.2,69.85,80.8,60.5,70.65,0.701,0.701,0.0,12.0,14.7,True,False,True
2014-07-05,2014-07,B02512,Unter,397,2014,7,July,Saturday,5,2014-06-30,True,False,False,,False,,False,1,79.4,62.3,70.85,78.9,57.4,68.15,0.0,0.0,0.0,0.0,14.7,False,False,False
2014-07-05,2014-07,B02598,Hinter,3557,2014,7,July,Saturday,5,2014-06-30,True,False,False,,False,,False,1,79.4,62.3,70.85,78.9,57.4,68.15,0.0,0.0,0.0,0.0,14.7,False,False,False
2014-07-05,2014-07,B02617,Weiter,3940,2014,7,July,Saturday,5,2014-06-30,True,False,False,,False,,False,1,79.4,62.3,70.85,78.9,57.4,68.15,0.0,0.0,0.0,0.0,14.7,False,False,False
2014-07-05,2014-07,B02682,Schmecken,2882,2014,7,July,Saturday,5,2014-06-30,True,False,False,,False,,False,1,79.4,62.3,70.85,78.9,57.4,68.15,0.0,0.0,0.0,0.0,14.7,False,False,False
2014-07-05,2014-07,B02764,Danach-NY,114,2014,7,July,Saturday,5,2014-06-30,True,False,False,,False,,False,1,79.4,62.3,70.85,78.9,57.4,68.15,0.0,0.0,0.0,0.0,14.7,False,False,False
2014-07-06,2014-07,B02512,Unter,430,2014,7,July,Sunday,6,2014-06-30,True,False,False,,False,,False,2,83.4,60.9,72.15,83.7,59.8,71.75,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-07-06,2014-07,B02598,Hinter,3780,2014,7,July,Sunday,6,2014-06-30,True,False,False,,False,,False,2,83.4,60.9,72.15,83.7,59.8,71.75,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-07-06,2014-07,B02617,Weiter,3988,2014,7,July,Sunday,6,2014-06-30,True,False,False,,False,,False,2,83.4,60.9,72.15,83.7,59.8,71.75,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-07-06,2014-07,B02682,Schmecken,3125,2014,7,July,Sunday,6,2014-06-30,True,False,False,,False,,False,2,83.4,60.9,72.15,83.7,59.8,71.75,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-07-06,2014-07,B02764,Danach-NY,120,2014,7,July,Sunday,6,2014-06-30,True,False,False,,False,,False,2,83.4,60.9,72.15,83.7,59.8,71.75,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-07-07,2014-07,B02512,Unter,874,2014,7,July,Monday,0,2014-07-07,False,False,False,,False,,False,3,89.2,68.0,78.6,91.6,67.3,79.44999999999999,0.0,0.0,0.0,0.0,12.8,False,False,False
2014-07-07,2014-07,B02598,Hinter,5882,2014,7,July,Monday,0,2014-07-07,False,False,False,,False,,False,3,89.2,68.0,78.6,91.6,67.3,79.44999999999999,0.0,0.0,0.0,0.0,12.8,False,False,False
2014-07-07,2014-07,B02617,Weiter,6358,2014,7,July,Monday,0,2014-07-07,False,False,False,,False,,False,3,89.2,68.0,78.6,91.6,67.3,79.44999999999999,0.0,0.0,0.0,0.0,12.8,False,False,False
2014-07-07,2014-07,B02682,Schmecken,4976,2014,7,July,Monday,0,2014-07-07,False,False,False,,False,,False,3,89.2,68.0,78.6,91.6,67.3,79.44999999999999,0.0,0.0,0.0,0.0,12.8,False,False,False
2014-07-07,2014-07,B02764,Danach-NY,190,2014,7,July,Monday,0,2014-07-07,False,False,False,,False,,False,3,89.2,68.0,78.6,91.6,67.3,79.44999999999999,0.0,0.0,0.0,0.0,12.8,False,False,False
2014-07-08,2014-07,B02512,Unter,1221,2014,7,July,Tuesday,1,2014-07-07,False,False,False,,False,,False,53,91.5,72.2,81.85,94.4,75.6,85.0,0.024,0.024,0.0,1.0,14.7,True,False,True
2014-07-08,2014-07,B02598,Hinter,8442,2014,7,July,Tuesday,1,2014-07-07,False,False,False,,False,,False,53,91.5,72.2,81.85,94.4,75.6,85.0,0.024,0.024,0.0,1.0,14.7,True,False,True
2014-07-08,2014-07,B02617,Weiter,8921,2014,7,July,Tuesday,1,2014-07-07,False,False,False,,False,,False,53,91.5,72.2,81.85,94.4,75.6,85.0,0.024,0.024,0.0,1.0,14.7,True,False,True
2014-07-08,2014-07,B02682,Schmecken,6819,2014,7,July,Tuesday,1,2014-07-07,False,False,False,,False,,False,53,91.5,72.2,81.85,94.4,75.6,85.0,0.024,0.024,0.0,1.0,14.7,True,False,True
2014-07-08,2014-07,B02764,Danach-NY,360,2014,7,July,Tuesday,1,2014-07-07,False,False,False,,False,,False,53,91.5,72.2,81.85,94.4,75.6,85.0,0.024,0.024,0.0,1.0,14.7,True,False,True
2014-07-09,2014-07,B02512,Unter,1366,2014,7,July,Wednesday,2,2014-07-07,False,False,False,,False,,False,53,85.4,71.6,78.5,87.4,73.7,80.55000000000001,0.051,0.051,0.0,4.0,13.0,True,False,True
2014-07-09,2014-07,B02598,Hinter,8941,2014,7,July,Wednesday,2,2014-07-07,False,False,False,,False,,False,53,85.4,71.6,78.5,87.4,73.7,80.55000000000001,0.051,0.051,0.0,4.0,13.0,True,False,True
2014-07-09,2014-07,B02617,Weiter,10002,2014,7,July,Wednesday,2,2014-07-07,False,False,False,,False,,False,53,85.4,71.6,78.5,87.4,73.7,80.55000000000001,0.051,0.051,0.0,4.0,13.0,True,False,True
2014-07-09,2014-07,B02682,Schmecken,7249,2014,7,July,Wednesday,2,2014-07-07,False,False,False,,False,,False,53,85.4,71.6,78.5,87.4,73.7,80.55000000000001,0.051,0.051,0.0,4.0,13.0,True,False,True
2014-07-09,2014-07,B02764,Danach-NY,259,2014,7,July,Wednesday,2,2014-07-07,False,False,False,,False,,False,53,85.4,71.6,78.5,87.4,73.7,80.55000000000001,0.051,0.051,0.0,4.0,13.0,True,False,True
2014-07-10,2014-07,B02512,Unter,1401,2014,7,July,Thursday,3,2014-07-07,False,False,False,,False,,False,51,80.8,68.8,74.8,85.3,71.6,78.44999999999999,0.016,0.016,0.0,2.0,6.6,True,False,True
2014-07-10,2014-07,B02598,Hinter,9805,2014,7,July,Thursday,3,2014-07-07,False,False,False,,False,,False,51,80.8,68.8,74.8,85.3,71.6,78.44999999999999,0.016,0.016,0.0,2.0,6.6,True,False,True
2014-07-10,2014-07,B02617,Weiter,11146,2014,7,July,Thursday,3,2014-07-07,False,False,False,,False,,False,51,80.8,68.8,74.8,85.3,71.6,78.44999999999999,0.016,0.016,0.0,2.0,6.6,True,False,True
2014-07-10,2014-07,B02682,Schmecken,7803,2014,7,July,Thursday,3,2014-07-07,False,False,False,,False,,False,51,80.8,68.8,74.8,85.3,71.6,78.44999999999999,0.016,0.016,0.0,2.0,6.6,True,False,True
2014-07-10,2014-07,B02764,Danach-NY,386,2014,7,July,Thursday,3,2014-07-07,False,False,False,,False,,False,51,80.8,68.8,74.8,85.3,71.6,78.44999999999999,0.016,0.016,0.0,2.0,6.6,True,False,True
2014-07-11,2014-07,B02512,Unter,1232,2014,7,July,Friday,4,2014-07-07,False,False,False,,False,,False,3,82.9,67.7,75.30000000000001,86.8,69.4,78.1,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-07-11,2014-07,B02598,Hinter,9145,2014,7,July,Friday,4,2014-07-07,False,False,False,,False,,False,3,82.9,67.7,75.30000000000001,86.8,69.4,78.1,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-07-11,2014-07,B02617,Weiter,10835,2014,7,July,Friday,4,2014-07-07,False,False,False,,False,,False,3,82.9,67.7,75.30000000000001,86.8,69.4,78.1,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-07-11,2014-07,B02682,Schmecken,7242,2014,7,July,Friday,4,2014-07-07,False,False,False,,False,,False,3,82.9,67.7,75.30000000000001,86.8,69.4,78.1,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-07-11,2014-07,B02764,Danach-NY,298,2014,7,July,Friday,4,2014-07-07,False,False,False,,False,,False,3,82.9,67.7,75.30000000000001,86.8,69.4,78.1,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-07-12,2014-07,B02512,Unter,955,2014,7,July,Saturday,5,2014-07-07,True,False,False,,False,,False,3,82.5,65.2,73.85,86.2,69.1,77.65,0.0,0.0,0.0,0.0,11.0,False,False,False
2014-07-12,2014-07,B02598,Hinter,8380,2014,7,July,Saturday,5,2014-07-07,True,False,False,,False,,False,3,82.5,65.2,73.85,86.2,69.1,77.65,0.0,0.0,0.0,0.0,11.0,False,False,False
2014-07-12,2014-07,B02617,Weiter,9867,2014,7,July,Saturday,5,2014-07-07,True,False,False,,False,,False,3,82.5,65.2,73.85,86.2,69.1,77.65,0.0,0.0,0.0,0.0,11.0,False,False,False
2014-07-12,2014-07,B02682,Schmecken,6503,2014,7,July,Saturday,5,2014-07-07,True,False,False,,False,,False,3,82.5,65.2,73.85,86.2,69.1,77.65,0.0,0.0,0.0,0.0,11.0,False,False,False
2014-07-12,2014-07,B02764,Danach-NY,231,2014,7,July,Saturday,5,2014-07-07,True,False,False,,False,,False,3,82.5,65.2,73.85,86.2,69.1,77.65,0.0,0.0,0.0,0.0,11.0,False,False,False
2014-07-13,2014-07,B02512,Unter,915,2014,7,July,Sunday,6,2014-07-07,True,False,False,,False,,False,51,85.0,69.1,77.05,88.6,70.9,79.75,0.004,0.004,0.0,1.0,12.2,True,False,True
2014-07-13,2014-07,B02598,Hinter,6532,2014,7,July,Sunday,6,2014-07-07,True,False,False,,False,,False,51,85.0,69.1,77.05,88.6,70.9,79.75,0.004,0.004,0.0,1.0,12.2,True,False,True
2014-07-13,2014-07,B02617,Weiter,8209,2014,7,July,Sunday,6,2014-07-07,True,False,False,,False,,False,51,85.0,69.1,77.05,88.6,70.9,79.75,0.004,0.004,0.0,1.0,12.2,True,False,True
2014-07-13,2014-07,B02682,Schmecken,5211,2014,7,July,Sunday,6,2014-07-07,True,False,False,,False,,False,51,85.0,69.1,77.05,88.6,70.9,79.75,0.004,0.004,0.0,1.0,12.2,True,False,True
2014-07-13,2014-07,B02764,Danach-NY,215,2014,7,July,Sunday,6,2014-07-07,True,False,False,,False,,False,51,85.0,69.1,77.05,88.6,70.9,79.75,0.004,0.004,0.0,1.0,12.2,True,False,True
2014-07-14,2014-07,B02512,Unter,1375,2014,7,July,Monday,0,2014-07-14,False,False,False,,False,,False,63,82.4,72.9,77.65,89.9,77.2,83.55000000000001,0.815,0.815,0.0,12.0,10.5,True,False,True
2014-07-14,2014-07,B02598,Hinter,8564,2014,7,July,Monday,0,2014-07-14,False,False,False,,False,,False,63,82.4,72.9,77.65,89.9,77.2,83.55000000000001,0.815,0.815,0.0,12.0,10.5,True,False,True
2014-07-14,2014-07,B02617,Weiter,10269,2014,7,July,Monday,0,2014-07-14,False,False,False,,False,,False,63,82.4,72.9,77.65,89.9,77.2,83.55000000000001,0.815,0.815,0.0,12.0,10.5,True,False,True
2014-07-14,2014-07,B02682,Schmecken,6799,2014,7,July,Monday,0,2014-07-14,False,False,False,,False,,False,63,82.4,72.9,77.65,89.9,77.2,83.55000000000001,0.815,0.815,0.0,12.0,10.5,True,False,True
2014-07-14,2014-07,B02764,Danach-NY,343,2014,7,July,Monday,0,2014-07-14,False,False,False,,False,,False,63,82.4,72.9,77.65,89.9,77.2,83.55000000000001,0.815,0.815,0.0,12.0,10.5,True,False,True
2014-07-15,2014-07,B02512,Unter,1654,2014,7,July,Tuesday,1,2014-07-14,False,False,False,,False,,False,63,84.6,72.8,78.69999999999999,94.4,79.7,87.05000000000001,0.657,0.657,0.0,16.0,10.1,True,False,True
2014-07-15,2014-07,B02598,Hinter,10750,2014,7,July,Tuesday,1,2014-07-14,False,False,False,,False,,False,63,84.6,72.8,78.69999999999999,94.4,79.7,87.05000000000001,0.657,0.657,0.0,16.0,10.1,True,False,True
2014-07-15,2014-07,B02617,Weiter,12777,2014,7,July,Tuesday,1,2014-07-14,False,False,False,,False,,False,63,84.6,72.8,78.69999999999999,94.4,79.7,87.05000000000001,0.657,0.657,0.0,16.0,10.1,True,False,True
2014-07-15,2014-07,B02682,Schmecken,8302,2014,7,July,Tuesday,1,2014-07-14,False,False,False,,False,,False,63,84.6,72.8,78.69999999999999,94.4,79.7,87.05000000000001,0.657,0.657,0.0,16.0,10.1,True,False,True
2014-07-15,2014-07,B02764,Danach-NY,362,2014,7,July,Tuesday,1,2014-07-14,False,False,False,,False,,False,63,84.6,72.8,78.69999999999999,94.4,79.7,87.05000000000001,0.657,0.657,0.0,16.0,10.1,True,False,True
2014-07-16,2014-07,B02512,Unter,1311,2014,7,July,Wednesday,2,2014-07-14,False,False,False,,False,,False,61,80.2,70.5,75.35,84.7,74.9,79.80000000000001,0.437,0.437,0.0,12.0,7.9,True,False,True
2014-07-16,2014-07,B02598,Hinter,8590,2014,7,July,Wednesday,2,2014-07-14,False,False,False,,False,,False,61,80.2,70.5,75.35,84.7,74.9,79.80000000000001,0.437,0.437,0.0,12.0,7.9,True,False,True
2014-07-16,2014-07,B02617,Weiter,11259,2014,7,July,Wednesday,2,2014-07-14,False,False,False,,False,,False,61,80.2,70.5,75.35,84.7,74.9,79.80000000000001,0.437,0.437,0.0,12.0,7.9,True,False,True
2014-07-16,2014-07,B02682,Schmecken,7105,2014,7,July,Wednesday,2,2014-07-14,False,False,False,,False,,False,61,80.2,70.5,75.35,84.7,74.9,79.80000000000001,0.437,0.437,0.0,12.0,7.9,True,False,True
2014-07-16,2014-07,B02764,Danach-NY,342,2014,7,July,Wednesday,2,2014-07-14,False,False,False,,False,,False,61,80.2,70.5,75.35,84.7,74.9,79.80000000000001,0.437,0.437,0.0,12.0,7.9,True,False,True
2014-07-17,2014-07,B02512,Unter,1284,2014,7,July,Thursday,3,2014-07-14,False,False,False,,False,,False,3,77.6,65.1,71.35,79.4,66.5,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-17,2014-07,B02598,Hinter,9446,2014,7,July,Thursday,3,2014-07-14,False,False,False,,False,,False,3,77.6,65.1,71.35,79.4,66.5,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-17,2014-07,B02617,Weiter,12064,2014,7,July,Thursday,3,2014-07-14,False,False,False,,False,,False,3,77.6,65.1,71.35,79.4,66.5,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-17,2014-07,B02682,Schmecken,7557,2014,7,July,Thursday,3,2014-07-14,False,False,False,,False,,False,3,77.6,65.1,71.35,79.4,66.5,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-17,2014-07,B02764,Danach-NY,359,2014,7,July,Thursday,3,2014-07-14,False,False,False,,False,,False,3,77.6,65.1,71.35,79.4,66.5,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-18,2014-07,B02512,Unter,1220,2014,7,July,Friday,4,2014-07-14,False,False,False,,False,,False,3,79.8,61.3,70.55,81.8,61.7,71.75,0.0,0.0,0.0,0.0,7.2,False,False,False
2014-07-18,2014-07,B02598,Hinter,8897,2014,7,July,Friday,4,2014-07-14,False,False,False,,False,,False,3,79.8,61.3,70.55,81.8,61.7,71.75,0.0,0.0,0.0,0.0,7.2,False,False,False
2014-07-18,2014-07,B02617,Weiter,12151,2014,7,July,Friday,4,2014-07-14,False,False,False,,False,,False,3,79.8,61.3,70.55,81.8,61.7,71.75,0.0,0.0,0.0,0.0,7.2,False,False,False
2014-07-18,2014-07,B02682,Schmecken,7308,2014,7,July,Friday,4,2014-07-14,False,False,False,,False,,False,3,79.8,61.3,70.55,81.8,61.7,71.75,0.0,0.0,0.0,0.0,7.2,False,False,False
2014-07-18,2014-07,B02764,Danach-NY,284,2014,7,July,Friday,4,2014-07-14,False,False,False,,False,,False,3,79.8,61.3,70.55,81.8,61.7,71.75,0.0,0.0,0.0,0.0,7.2,False,False,False
2014-07-19,2014-07,B02512,Unter,946,2014,7,July,Saturday,5,2014-07-14,True,False,False,,False,,False,3,75.3,64.3,69.8,75.8,67.3,71.55,0.0,0.0,0.0,0.0,7.1,False,False,False
2014-07-19,2014-07,B02598,Hinter,7848,2014,7,July,Saturday,5,2014-07-14,True,False,False,,False,,False,3,75.3,64.3,69.8,75.8,67.3,71.55,0.0,0.0,0.0,0.0,7.1,False,False,False
2014-07-19,2014-07,B02617,Weiter,10412,2014,7,July,Saturday,5,2014-07-14,True,False,False,,False,,False,3,75.3,64.3,69.8,75.8,67.3,71.55,0.0,0.0,0.0,0.0,7.1,False,False,False
2014-07-19,2014-07,B02682,Schmecken,6302,2014,7,July,Saturday,5,2014-07-14,True,False,False,,False,,False,3,75.3,64.3,69.8,75.8,67.3,71.55,0.0,0.0,0.0,0.0,7.1,False,False,False
2014-07-19,2014-07,B02764,Danach-NY,218,2014,7,July,Saturday,5,2014-07-14,True,False,False,,False,,False,3,75.3,64.3,69.8,75.8,67.3,71.55,0.0,0.0,0.0,0.0,7.1,False,False,False
2014-07-20,2014-07,B02512,Unter,850,2014,7,July,Sunday,6,2014-07-14,True,False,False,,False,,False,51,75.5,64.1,69.8,76.3,66.1,71.19999999999999,0.02,0.02,0.0,3.0,7.9,True,False,True
2014-07-20,2014-07,B02598,Hinter,6342,2014,7,July,Sunday,6,2014-07-14,True,False,False,,False,,False,51,75.5,64.1,69.8,76.3,66.1,71.19999999999999,0.02,0.02,0.0,3.0,7.9,True,False,True
2014-07-20,2014-07,B02617,Weiter,8688,2014,7,July,Sunday,6,2014-07-14,True,False,False,,False,,False,51,75.5,64.1,69.8,76.3,66.1,71.19999999999999,0.02,0.02,0.0,3.0,7.9,True,False,True
2014-07-20,2014-07,B02682,Schmecken,5155,2014,7,July,Sunday,6,2014-07-14,True,False,False,,False,,False,51,75.5,64.1,69.8,76.3,66.1,71.19999999999999,0.02,0.02,0.0,3.0,7.9,True,False,True
2014-07-20,2014-07,B02764,Danach-NY,177,2014,7,July,Sunday,6,2014-07-14,True,False,False,,False,,False,51,75.5,64.1,69.8,76.3,66.1,71.19999999999999,0.02,0.02,0.0,3.0,7.9,True,False,True
2014-07-21,2014-07,B02512,Unter,1002,2014,7,July,Monday,0,2014-07-21,False,False,False,,False,,False,3,82.0,63.6,72.8,86.5,65.8,76.15,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-21,2014-07,B02598,Hinter,6837,2014,7,July,Monday,0,2014-07-21,False,False,False,,False,,False,3,82.0,63.6,72.8,86.5,65.8,76.15,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-21,2014-07,B02617,Weiter,9699,2014,7,July,Monday,0,2014-07-21,False,False,False,,False,,False,3,82.0,63.6,72.8,86.5,65.8,76.15,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-21,2014-07,B02682,Schmecken,5725,2014,7,July,Monday,0,2014-07-21,False,False,False,,False,,False,3,82.0,63.6,72.8,86.5,65.8,76.15,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-21,2014-07,B02764,Danach-NY,315,2014,7,July,Monday,0,2014-07-21,False,False,False,,False,,False,3,82.0,63.6,72.8,86.5,65.8,76.15,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-22,2014-07,B02512,Unter,1345,2014,7,July,Tuesday,1,2014-07-21,False,False,False,,False,,False,2,84.7,65.1,74.9,88.9,68.3,78.6,0.0,0.0,0.0,0.0,8.9,False,False,False
2014-07-22,2014-07,B02598,Hinter,8541,2014,7,July,Tuesday,1,2014-07-21,False,False,False,,False,,False,2,84.7,65.1,74.9,88.9,68.3,78.6,0.0,0.0,0.0,0.0,8.9,False,False,False
2014-07-22,2014-07,B02617,Weiter,11847,2014,7,July,Tuesday,1,2014-07-21,False,False,False,,False,,False,2,84.7,65.1,74.9,88.9,68.3,78.6,0.0,0.0,0.0,0.0,8.9,False,False,False
2014-07-22,2014-07,B02682,Schmecken,6981,2014,7,July,Tuesday,1,2014-07-21,False,False,False,,False,,False,2,84.7,65.1,74.9,88.9,68.3,78.6,0.0,0.0,0.0,0.0,8.9,False,False,False
